,Community 0,Community 1,Community 2,Community 3,Community 4,Community 5,Community 6,Community 7,Community 8,Community 9,Community 10,Community 11,Community 12,Community 13,Community 14,Community 15,Community 16,Community 17,Community 18,Community 19,ID,City,State,Latitude,Longitude,MeanAnnual Temperature,MeanAnnualPrecipitation,NetPrimaryProductivity,Elevation,Residence,NumberBedroooms
890,0.008392930172846706,0.0072164076912298375,0.3245255824891727,5.814967825906812e-07,0.003687326278905466,0.0016826663314598203,0.0007085629308048432,0.16435929185512946,5.814967782007182e-07,0.008643470825525206,0.13474843722706895,0.0943196072219137,0.0017582079712908953,0.00036585242908164175,0.2204632688066905,5.814967781380664e-07,5.814967885516082e-07,0.02880352631265517,5.814967784757988e-07,0.00032195397231913963,890,Ladson,SC,33.0,-80.1,17.87706422,100.5048165,2.986409751,21.74305534,One-family house detached from any other house,3
825,4.856359694424847e-05,0.0008292805631234131,0.24653039034241195,0.0012969129664023374,3.916377530142422e-07,0.08861022919038627,0.00022076384553627783,0.01688490153129345,0.0023795675227374444,0.10557932090855648,0.013338898545820226,0.0009135818059113407,0.0004494644286143311,0.0008249427681265007,0.3207003836288347,3.916377535507932e-07,0.012195951197542658,0.0403012608039698,0.14741380767595658,0.001480995402325439,825,Seymour,IN,38.9,-85.9,12.33723242,91.01712538,1.084153545,199.2644501,One-family house detached from any other house,4
143,0.5540176333586139,3.704252509209293e-07,0.004492116120438487,0.05178048470288199,5.5020414483407874e-05,0.062333795845555214,0.00010330467899569882,3.7042526184192426e-07,0.004724933673435927,0.22396920041068302,3.704252526935127e-07,3.704252552782898e-07,0.005070908290657944,3.704252527333198e-07,0.0665459258328218,3.704252609645351e-07,3.704252546410892e-07,3.7042525735905993e-07,0.026903342844131938,3.704252540592595e-07,143,Chico,CA,39.7,-121.8,14.7559633,71.67958716,1.623220774,300.1264038,One-family house detached from any other house,4
209,0.00021886539634897168,0.0009410198754493991,0.09931415529823379,0.002188429298841088,0.0010996876095271456,0.00023950299867180768,2.9110726204605613e-07,0.002185979298725107,2.9110725953391216e-07,0.00015510158145673285,2.9110726304372955e-07,0.8058822980424861,0.0007394235961796045,0.0011678877122030962,0.050581357410009235,0.012864730199642642,2.9110726822786786e-07,0.001424907105784593,0.01572404650014687,0.005271443647240923,209,Wilmington,NC,34.2,-77.9,17.57576453,113.565367,2.933790122,6.412473679,"Low rise apartment (multiple units, with 4 or fewer stories)",1
896,0.0007046327566249659,2.85675117416934e-07,0.032266405676782565,0.003935231262768003,0.0007684944568456454,0.07223863584180788,0.0015112118002910892,0.00861095720685728,2.8567511082851246e-07,0.01361757637663255,0.7355001827000857,0.036328242030639106,0.005586716448689874,0.003908078716956129,0.07963483985969869,0.00019911891322479472,0.0031179031961995683,0.0008036836669920609,2.8567511623329613e-07,0.0012672320635597127,896,salem,OH,40.9,-80.8,9.530351682000001,80.10229358,1.774644156,341.92721560000007,Duplex or two-family house (designed for two families),2
963,3.658152929032469e-07,0.0002261827648370281,0.12561231733795342,0.007628094783935054,0.0009983079815766751,0.08485624442824478,0.009358031489227068,3.658153005551172e-07,0.03992726241267737,0.009512084141369595,0.0009500535138821796,0.5239411711936409,0.0015427358691329205,0.009165213157751477,0.000225878347921865,0.09278533805988808,0.004383752297799042,0.08652342043785695,0.0022378490316540783,0.00012533112005799453,963,Camas,WA,45.6,-122.4,9.534633028,171.5379205,2.360463346,457.9377747,One-family house detached from any other house,4
902,0.01217976129686921,6.316687718737558e-06,0.11573953594087531,0.008635337709102717,0.0016285924542408553,0.11575176362142921,0.15924240775485646,0.01798385112829572,2.86219678351926e-07,0.0026924575250519664,0.04931496589358959,0.0018673646068385424,2.8621967393657133e-07,0.0017998565162399244,0.37951143441601337,0.01297613596215112,2.862196730015138e-07,0.12041161423755511,2.862196753878066e-07,0.00025745937047154074,902,Gaithersburg,MD,39.1,-77.2,12.51139144,88.78639144,1.25412629,137.5811157,One-family house detached from any other house,3
381,1.1047972546920006e-05,7.713071980998312e-05,0.14418999243662425,0.011709246829987693,2.6846358560150974e-07,0.007367007072600501,2.6846358579824257e-07,2.68463584910566e-07,0.0006021824230225454,0.0015665569726993356,2.68463588507363e-07,3.906959084697875e-05,0.8205229336612645,2.6846358524533975e-07,0.003269940057346238,0.009239833033668939,2.6846358612930826e-07,0.0011135708826657865,0.0002896091018094627,2.6846359064046105e-07,381,hayward,CA,37.6,-122.1,14.09617737,41.10183486,2.2663915830000003,115.66960139999999,One-family house detached from any other house,6 or more
453,0.11203439296896214,2.541141092906745e-07,0.1732361626934727,0.0010509332677543324,0.4310995577208346,0.017675919015070297,0.006116671139264825,0.00278795195647118,2.5411411828251826e-07,2.5411411195631717e-07,0.008283983794418498,0.0009199661688031882,0.0007642142537776953,2.541141139477406e-07,0.04885315319339666,0.034512207857606385,0.0007062671818170732,0.158386477433421,0.003570870784364879,2.5411411116099987e-07,453,Brighton,MA,42.3,-71.2,9.388990826,94.63203364,1.9665732930000002,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)",1
804,0.00025507354501134983,3.2373566482648663e-07,0.08476686486454332,0.025413873024069274,3.237356548588045e-07,0.40737343154346334,0.000820722213968672,0.03189422775876344,0.0014118346011259577,0.0615627684465581,0.0006374050986602288,0.001485044372810908,0.004828728141429307,0.001526988828002569,0.2555025241741085,0.006705356089592016,0.0009686927349453561,0.11450131830841231,3.237356629762801e-07,0.0003441750475527122,804,Morgantown,WV,39.7,-79.9,10.47224771,93.08662079999999,1.4530587519999998,471.0052795,One-family house attached to one or more houses (e.g. a townhouse or condominium),3
