,Community 0,Community 1,Community 2,Community 3,Community 4,Community 5,Community 6,Community 7,Community 8,Community 9,Community 10,Community 11,Community 12,Community 13,Community 14,Community 15,Community 16,Community 17,Community 18,Community 19,ID,City,State,Latitude,Longitude,MeanAnnual Temperature,MeanAnnualPrecipitation,NetPrimaryProductivity,Elevation,Residence,NumberBedroooms
490,0.2244541373837963,0.008664418708608434,0.35843781246771356,6.405493412325646e-07,0.0016402826112076484,0.07907353178702947,6.405493474292124e-07,0.14190820919158006,6.405493470208056e-07,0.0002189550931884188,0.005157074111393585,0.14963835331199216,0.006672576728033469,0.0009049416388766599,6.405493455227065e-07,0.009965513760705504,6.405493491020534e-07,6.405493371788135e-07,0.004015555721825752,0.009244794187981485,490,Superior,WI,46.7,-92.1,4.333103976,57.81360856,1.97471229,336.33666989999995,One-family house detached from any other house,2
774,0.018889570539642093,0.0145289815661757,0.2548965782584273,4.259596937339668e-07,9.452073016436813e-05,0.05669080041541739,0.016935402241421597,0.013649059355776162,0.0006027544100653859,0.10351854021781207,4.259596932004878e-07,0.11568932036263634,0.05042536743318708,0.0002048170016900343,4.2595969295279304e-07,0.06394921529571997,0.27021405607381355,0.019708886299573822,4.259596922346333e-07,4.2595970497583243e-07,774,Greenwood ,AR,35.2,-94.3,16.32010703,85.62285933,1.9118716,174.32333369999998,One-family house detached from any other house,3
1157,1.2699450169488007e-05,3.7247000358274057e-07,0.004753101373701593,0.004552824735907087,3.724700071961169e-07,0.0007474430530930063,0.025443469681258372,3.724700019047233e-07,3.724700017471267e-07,0.020737430394181244,0.6066865403381821,0.05690594394227741,0.00862920757905376,0.00015136798754107896,0.049029543963215544,0.19307389269534372,0.020621784475053154,0.008639945387933286,3.724700023379055e-07,1.2942593072056772e-05,1157,Murray,UT,40.7,-111.9,6.855657492000001,47.03340979,0.75726832,1931.035034,Duplex or two-family house (designed for two families),2
147,0.32701989025257405,0.0026609158403695463,0.2645214723631643,5.636293746896617e-05,7.658023484511027e-07,0.06944653297861042,7.658023472749754e-07,0.008187942457881753,0.016139140884262198,0.002130557026351191,0.0036571969764387113,0.1441580985374715,0.06651182029016457,0.0023291441631303565,0.017005226857152913,0.006079235261058028,0.021988274282186835,0.0465751649176459,0.0009116427000861988,0.0006198496692867755,147,Shallotte,NC,34.0,-78.4,17.44082569,110.7892202,3.703020897,14.0047226,One-family house detached from any other house,3
1231,0.01152311082378504,2.97991542729527e-07,0.03532021215897197,0.0007853169401717953,0.0020311026109111046,0.026041458199649734,0.037698315832053825,0.759164210924993,0.0026888721800534874,0.0004911183313875679,0.0008506300846078418,0.0321598424214628,0.003453562603172107,0.0016386663479493586,0.0036820469200108097,0.016397516815367157,0.06220689111660838,0.0031614760313400186,2.979915460464083e-07,0.0007050536744154204,1231,new york,NY,40.7,-74.0,11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)",1
1230,0.0896188789011192,0.011816662785396562,0.21224081031748604,0.10116806152659853,6.258527384837547e-07,0.2774267880653717,0.08067984014567829,0.007543552999459292,0.02763116799338386,0.008938748801638946,0.004860340778027715,6.258527348723818e-07,0.0034987961475363796,0.020456483677013908,0.1210549873509378,0.011002180748920443,0.021285386771848044,0.0003886153134262775,0.0003868201179589531,6.258527247661058e-07,1230,new York,NY,40.7,-74.0,11.15,97.4837156,2.213204125,60.80302048,"High rise apartment (multiple units, with 5 or more stories)",3
1274,0.018282076281727483,0.000182068947003761,0.12114284902327721,0.0655034877677261,2.939551116397044e-07,0.22860224839439247,0.05179524419077998,0.049166721103922895,2.9395511413412966e-07,0.004238905021668177,0.0019586528429470563,0.18887768545893543,0.00494938333008048,0.16062243084187267,0.006383434964038234,2.939551140693974e-07,0.08587769854075729,2.9395511015054175e-07,2.939551119048044e-07,0.012415643515308808,1274,manor,TX,30.3,-97.5,20.15902141,63.98692661,0.960554208,210.05499269999996,One-family house detached from any other house,3
1055,0.002776978682923787,2.651057303249504e-07,0.17836039882429633,2.6510572950282273e-07,0.0012334674745030853,0.22264332654175686,0.0006825291127557277,0.008521778794274572,0.001138792012489992,0.004933160463234033,0.4222636030460002,0.03008293355262684,0.0016936506764074252,0.006344942650796644,0.0015026964188626795,2.6510572874832866e-07,2.6510573064331707e-07,2.651057298109726e-07,2.6510572938951524e-07,0.11782015111469354,1055,New York,NY,40.8,-74.0,11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)",2
351,3.1280694504427075e-07,3.128069439061841e-07,0.4590719235490415,3.128069460381207e-07,0.00021261067980870945,3.128069458276132e-07,0.03206074057170479,3.1280694659009423e-07,3.12806945008545e-07,0.006909538642010647,0.006314037043765595,3.128069472975863e-07,0.026292199787614327,3.1280694653465365e-07,0.010202339236307367,0.3974019371370563,0.06153123247628066,3.128069438051542e-07,3.1280694463490327e-07,3.128069555108523e-07,351,New York,NY,40.8,-74.0,11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)",2
1479,0.11663436489009231,0.024657389046979252,0.06313823307100569,0.001913023802816676,3.261621222828987e-07,0.4168122581814079,0.007274958483788703,0.004216745108324275,0.013197330765377822,0.006787660623884613,0.0012892809213833304,0.11432413606505606,0.12051323340288225,0.0011458068185366493,0.0391706542739824,0.00975488229769979,0.04861952273263769,0.007473448699585164,0.0017899102879072486,0.0012868343645300027,1479,Sarasota,FL,27.4,-82.6,22.97262997,109.2631498,1.576658087,4.21875,One-family house detached from any other house,3
896,0.39888551315051385,3.4463269654032006e-07,0.16324872958313874,0.020967831537893927,1.4571678454031848e-05,3.4463269614743585e-07,3.446326987581925e-07,0.20360186836485336,3.446326961214433e-07,0.017897562208188483,3.4463270534273007e-07,0.07828393672467418,3.446326983454907e-07,0.00015761673254715894,0.015323605408757964,0.09735888702048454,0.0042449180627704645,3.446326924347332e-07,3.446326937151056e-07,1.220246614570468e-05,896,salem,OH,40.9,-80.8,9.530351682000001,80.10229358,1.774644156,341.92721560000007,Duplex or two-family house (designed for two families),2
187,3.0764498213369456e-07,3.0764498387345407e-07,0.25760842864927075,0.0001186825157136963,3.076449873265631e-07,3.0764498859393247e-07,0.09835454633201925,2.4554854834738242e-05,3.076449835916212e-07,3.076449853391579e-07,0.0024140949384371443,3.076449846393328e-07,0.0006261619097301382,5.107014055986786e-05,0.01664408756176109,0.6187542918413945,0.005384617821875286,1.669462952874785e-05,3.0764498159093633e-07,3.076449977139471e-07,187,Bremerton,WA,47.6,-122.6,10.28356269,89.03990826,2.333964267,162.8851624,"Low rise apartment (multiple units, with 4 or fewer stories)",2
1379,0.031918592430413825,3.451751484721795e-07,0.3104615227068464,3.4517514337373733e-07,3.451751449609004e-07,3.451751463556343e-07,0.004690290644900619,0.0012025938073521986,0.05015756594148608,3.451751427834473e-07,0.37719204690546687,3.451751473355062e-07,3.45175144004872e-07,0.0012284540276986606,3.451751477072299e-07,3.451751444885707e-07,0.2231243004073972,3.451751422557264e-07,3.45175143478583e-07,2.08362018429379e-05,1379,Durham,NC,36.1,-78.9,14.54518349,92.76712538,1.698932469,137.7061157,One-family house detached from any other house,3
408,3.2770124646478214e-07,0.005371799168842058,0.5749578131993566,3.2770124366846375e-07,3.277012477140963e-07,0.05730307571360228,3.277012463362126e-07,0.0002915630319955416,3.277012560797081e-07,0.05303723351147426,3.27701243500729e-07,0.25920855844155544,0.0262783419629181,4.7799367190802206e-05,0.015889168543295275,3.2770124654135196e-07,0.007594934305007547,1.67634435323044e-05,3.2770124450545994e-07,3.277012548310803e-07,408,Lyme,NH,43.8,-72.2,5.602828746,84.04648318,2.034903087,337.3477783,One-family house detached from any other house,3
1133,3.470053507696456e-07,3.4700534952673125e-07,0.6198544060309811,0.0004688230207134192,0.003975216275444543,3.4700534897747416e-07,0.05536148440083486,0.0031226713054421547,3.470053549240965e-07,0.01795791980834066,0.004281419592751026,0.01895875483594169,0.0006977300453538038,3.470053519585425e-07,0.013764517360752078,0.2613280960135474,3.4700535000197687e-07,3.470053703544362e-07,3.4700534692722255e-07,0.0002261852670741573,1133,Seattle,WA,47.7,-122.3,11.1014526,79.94380734,2.608986975,84.25081635,"Low rise apartment (multiple units, with 4 or fewer stories)",2
992,7.85271366941458e-05,0.0005622045716365718,0.015037321615827728,0.0007216129464524126,0.023184732695220832,0.008023005110013644,0.8619583598968708,5.7521561143323153e-05,3.481700221721536e-07,0.0056789695235158096,0.00033654342870991015,0.033167911924463875,0.005880978405345561,0.0002383422652064838,3.4817002987945634e-07,0.03472532949605143,0.010326767928796743,3.481700205425735e-07,3.481700236488199e-07,2.0478813954507273e-05,992,Jay,OK,36.4,-94.8,14.92285933,91.24403670000001,1.316588431,315.1291809,One-family house detached from any other house,3
1590,0.00045702142250068206,0.004677555923089612,0.4971767910642082,4.691091699157396e-07,4.6910916567348165e-07,0.19480526362264972,4.69109168931723e-07,0.002767508180545373,4.6910916509352656e-07,0.03489656602760815,0.0010902882659126673,0.17117755974751625,0.057501217648781945,4.691091768153483e-07,0.024784444678394645,0.010520158360288986,0.00014187218511083218,4.6910918983064505e-07,4.691091684499225e-07,4.691091881132077e-07,1590,South Boston,VA,36.7,-78.9,14.30680428,90.14250765,2.022221387,130.8522186,One-family house detached from any other house,5
